Time (ps)	Intensity (cps)
17188.1712	0
17197.9818	1
17207.7924	2
17217.6030	1
17227.4136	0
17237.2242	2
17247.0348	0
17256.8454	0
17266.6560	1
17276.4666	0
17286.2772	0
17296.0878	0
17305.8984	0
17315.7090	2
17325.5196	0
17335.3302	1
17345.1408	1
17354.9514	1
17364.7620	0
17374.5726	0
17384.3832	1
17394.1938	0
17404.0044	0
17413.8150	1
17423.6256	0
17433.4362	0
17443.2468	0
17453.0574	0
17462.8680	0
17472.6786	0
17482.4892	1
17492.2998	0
17502.1104	0
17511.9210	0
17521.7316	0
17531.5422	0
17541.3528	0
17551.1634	1
17560.9740	1
17570.7846	1
17580.5952	0
17590.4058	0
17600.2164	0
17610.0270	0
17619.8376	0
17629.6482	0
17639.4588	0
17649.2694	0
17659.0800	1
17668.8906	1
17678.7012	0
17688.5118	0
17698.3224	0
17708.1330	0
17717.9436	1
17727.7542	0
17737.5648	0
17747.3754	0
17757.1860	1
17766.9966	0
17776.8072	0
17786.6178	2
17796.4284	0
17806.2390	1
17816.0496	0
17825.8602	0
17835.6708	1
17845.4814	0
17855.2920	0
17865.1026	1
17874.9132	1
17884.7238	1
17894.5344	1
17904.3450	2
17914.1556	0
17923.9662	1
17933.7768	0
17943.5874	0
17953.3980	1
17963.2086	0
17973.0192	0
17982.8298	1
17992.6404	0
18002.4510	1
18012.2616	0
18022.0722	1
18031.8828	0
18041.6934	1
18051.5040	0
18061.3146	0
18071.1252	0
18080.9358	1
18090.7464	2
18100.5570	0
18110.3676	0
18120.1782	1
18129.9888	1
18139.7994	0
18149.6100	0
18159.4206	1
18169.2312	0
18179.0418	0
18188.8524	1
18198.6630	0
18208.4736	0
18218.2842	0
18228.0948	0
18237.9054	0
18247.7160	1
18257.5266	1
18267.3372	0
18277.1478	2
18286.9584	0
18296.7690	3
18306.5796	0
18316.3902	0
18326.2008	1
18336.0114	0
18345.8220	0
18355.6326	0
18365.4432	0
18375.2538	0
18385.0644	0
18394.8750	1
18404.6856	0
18414.4962	0
18424.3068	0
18434.1174	0
18443.9280	1
18453.7386	0
18463.5492	1
18473.3598	0
18483.1704	0
18492.9810	0
18502.7916	1
18512.6022	0
18522.4128	0
18532.2234	0
18542.0340	0
18551.8446	1
18561.6552	0
18571.4658	0
18581.2764	1
18591.0870	1
18600.8976	0
18610.7082	0
18620.5188	1
18630.3294	0
18640.1400	1
18649.9506	1
18659.7612	1
18669.5718	0
18679.3824	0
18689.1930	0
18699.0036	0
18708.8142	2
18718.6248	0
18728.4354	0
18738.2460	1
18748.0566	0
18757.8672	2
18767.6778	0
18777.4884	0
18787.2990	0
18797.1096	0
18806.9202	1
18816.7308	0
18826.5414	0
18836.3520	0
18846.1626	0
18855.9732	0
18865.7838	1
18875.5944	0
18885.4050	0
18895.2156	1
18905.0262	0
18914.8368	3
18924.6474	0
18934.4580	0
18944.2686	0
18954.0792	0
18963.8898	0
18973.7004	0
18983.5110	0
18993.3216	1
19003.1322	0
19012.9428	0
19022.7534	0
19032.5640	0
19042.3746	0
19052.1852	0
19061.9958	0
19071.8064	0
19081.6170	0
19091.4276	0
19101.2382	2
19111.0488	0
19120.8594	0
19130.6700	0
19140.4806	0
19150.2912	0
19160.1018	0
19169.9124	0
19179.7230	1
19189.5336	0
19199.3442	0
19209.1548	0
19218.9654	0
19228.7760	0
19238.5866	1
19248.3972	0
19258.2078	0
19268.0184	0
19277.8290	1
19287.6396	0
19297.4502	0
19307.2608	0
19317.0714	0
19326.8820	0
19336.6926	0
19346.5032	1
19356.3138	0
19366.1244	0
19375.9350	1
19385.7456	1
19395.5562	0
19405.3668	0
19415.1774	0
19424.9880	1
19434.7986	1
19444.6092	0
19454.4198	0
19464.2304	0
19474.0410	1
19483.8516	0
19493.6622	1
19503.4728	0
19513.2834	1
19523.0940	0
19532.9046	0
19542.7152	2
19552.5258	0
19562.3364	0
19572.1470	0
19581.9576	0
19591.7682	0
19601.5788	0
19611.3894	0
19621.2000	0
19631.0106	0
19640.8212	1
19650.6318	1
19660.4424	1
19670.2530	0
19680.0636	1
19689.8742	0
19699.6848	1
19709.4954	1
19719.3060	0
19729.1166	0
19738.9272	0
19748.7378	1
19758.5484	0
19768.3590	0
19778.1696	1
19787.9802	0
19797.7908	0
19807.6014	0
19817.4120	1
19827.2226	0
19837.0332	0
19846.8438	0
19856.6544	0
19866.4650	2
19876.2756	0
19886.0862	0
19895.8968	0
19905.7074	0
19915.5180	1
19925.3286	0
19935.1392	0
19944.9498	1
19954.7604	1
19964.5710	0
19974.3816	0
19984.1922	0
19994.0028	0
20003.8134	0
20013.6240	0
20023.4346	1
20033.2452	0
20043.0558	0
20052.8664	0
20062.6770	1
20072.4876	0
20082.2982	0
20092.1088	1
20101.9194	0
20111.7300	0
20121.5406	0
20131.3512	0
20141.1618	0
20150.9724	0
20160.7830	1
20170.5936	0
20180.4042	0
20190.2148	0
20200.0254	0
20209.8360	1
20219.6466	1
20229.4572	0
20239.2678	0
20249.0784	0
20258.8890	0
20268.6996	0
20278.5102	0
20288.3208	0
20298.1314	1
20307.9420	0
20317.7526	0
20327.5632	1
20337.3738	0
20347.1844	0
20356.9950	0
20366.8056	0
20376.6162	1
20386.4268	0
20396.2374	0
20406.0480	0
20415.8586	0
20425.6692	0
20435.4798	0
20445.2904	0
20455.1010	1
20464.9116	0
20474.7222	0
20484.5328	1
20494.3434	0
20504.1540	0
20513.9646	0
20523.7752	1
20533.5858	1
20543.3964	1
20553.2070	0
20563.0176	0
20572.8282	0
20582.6388	0
20592.4494	0
20602.2600	0
20612.0706	0
20621.8812	0
20631.6918	0
20641.5024	0
20651.3130	0
20661.1236	0
20670.9342	1
20680.7448	0
20690.5554	0
20700.3660	0
20710.1766	0
20719.9872	0
20729.7978	0
20739.6084	1
20749.4190	0
20759.2296	0
20769.0402	0
20778.8508	0
20788.6614	1
20798.4720	0
20808.2826	0
20818.0932	0
20827.9038	0
20837.7144	0
20847.5250	0
20857.3356	1
20867.1462	0
20876.9568	0
20886.7674	0
20896.5780	0
20906.3886	0
20916.1992	0
20926.0098	0
20935.8204	1
20945.6310	0
20955.4416	2
20965.2522	0
20975.0628	0
20984.8734	0
20994.6840	0
21004.4946	0
21014.3052	0
21024.1158	0
21033.9264	0
21043.7370	0
21053.5476	0
21063.3582	0
21073.1688	0
21082.9794	1
21092.7900	0
21102.6006	0
21112.4112	0
21122.2218	0
21132.0324	0
21141.8430	2
21151.6536	0
21161.4642	1
21171.2748	0
21181.0854	0
21190.8960	0
21200.7066	0
21210.5172	0
21220.3278	0
21230.1384	0
21239.9490	0
21249.7596	1
21259.5702	0
21269.3808	0
21279.1914	0
21289.0020	0
21298.8126	0
21308.6232	1
21318.4338	0
21328.2444	2
21338.0550	0
21347.8656	0
21357.6762	1
21367.4868	0
21377.2974	0
21387.1080	0
21396.9186	0
21406.7292	0
21416.5398	0
21426.3504	2
21436.1610	0
21445.9716	0
21455.7822	1
21465.5928	0
21475.4034	0
21485.2140	0
21495.0246	0
21504.8352	0
21514.6458	1
21524.4564	2
21534.2670	0
21544.0776	0
21553.8882	0
21563.6988	0
21573.5094	0
21583.3200	1
21593.1306	0
21602.9412	0
21612.7518	0
21622.5624	0
21632.3730	1
21642.1836	1
21651.9942	0
21661.8048	0
21671.6154	0
21681.4260	0
21691.2366	0
21701.0472	0
21710.8578	0
21720.6684	1
21730.4790	0
21740.2896	0
21750.1002	0
21759.9108	0
21769.7214	0
21779.5320	0
21789.3426	0
21799.1532	0
21808.9638	0
21818.7744	1
21828.5850	0
21838.3956	0
21848.2062	0
21858.0168	0
21867.8274	0
21877.6380	0
21887.4486	0
21897.2592	0
21907.0698	0
21916.8804	0
21926.6910	0
21936.5016	0
21946.3122	1
21956.1228	0
21965.9334	0
21975.7440	1
21985.5546	1
21995.3652	1
22005.1758	0
22014.9864	1
22024.7970	0
22034.6076	0
22044.4182	0
22054.2288	0
22064.0394	0
22073.8500	0
22083.6606	0
22093.4712	0
22103.2818	0
22113.0924	0
22122.9030	0
22132.7136	0
22142.5242	0
22152.3348	0
22162.1454	0
22171.9560	0
22181.7666	1
22191.5772	1
22201.3878	0
22211.1984	0
22221.0090	1
22230.8196	0
22240.6302	0
22250.4408	0
22260.2514	1
22270.0620	0
22279.8726	0
22289.6832	0
22299.4938	0
22309.3044	0
22319.1150	0
22328.9256	0
22338.7362	1
22348.5468	0
22358.3574	1
22368.1680	0
22377.9786	0
22387.7892	0
22397.5998	0
22407.4104	0
22417.2210	0
22427.0316	0
22436.8422	0
22446.6528	0
22456.4634	0
22466.2740	0
22476.0846	0
22485.8952	0
22495.7058	0
22505.5164	0
22515.3270	0
22525.1376	0
22534.9482	0
22544.7588	0
22554.5694	0
22564.3800	0
22574.1906	0
22584.0012	0
22593.8118	0
22603.6224	0
22613.4330	0
22623.2436	0
22633.0542	0
22642.8648	1
22652.6754	0
22662.4860	0
22672.2966	1
22682.1072	1
22691.9178	0
22701.7284	0
22711.5390	0
22721.3496	0
22731.1602	0
22740.9708	0
22750.7814	0
22760.5920	1
22770.4026	0
22780.2132	0
22790.0238	0
22799.8344	0
22809.6450	0
22819.4556	0
22829.2662	0
22839.0768	0
22848.8874	0
22858.6980	0
22868.5086	0
22878.3192	0
22888.1298	0
22897.9404	0
22907.7510	0
22917.5616	0
22927.3722	0
22937.1828	0
22946.9934	0
22956.8040	0
22966.6146	0
22976.4252	0
22986.2358	0
22996.0464	1
23005.8570	0
23015.6676	0
23025.4782	1
23035.2888	0
23045.0994	0
23054.9100	0
23064.7206	0
23074.5312	0
23084.3418	1
23094.1524	0
23103.9630	0
23113.7736	0
23123.5842	0
23133.3948	0
23143.2054	0
23153.0160	0
23162.8266	0
23172.6372	0
23182.4478	0
23192.2584	0
23202.0690	0
23211.8796	0
23221.6902	0
23231.5008	0
23241.3114	0
23251.1220	0
23260.9326	0
23270.7432	2
23280.5538	0
23290.3644	0
23300.1750	0
23309.9856	0
23319.7962	1
23329.6068	0
23339.4174	1
23349.2280	0
23359.0386	0
23368.8492	0
23378.6598	0
23388.4704	0
23398.2810	0
23408.0916	0
23417.9022	0
23427.7128	0
23437.5234	0
23447.3340	0
23457.1446	0
23466.9552	1
23476.7658	0
23486.5764	0
23496.3870	0
23506.1976	0
23516.0082	0
23525.8188	0
23535.6294	0
23545.4400	0
23555.2506	0
23565.0612	1
23574.8718	0
23584.6824	0
23594.4930	0
23604.3036	0
23614.1142	0
23623.9248	0
23633.7354	0
23643.5460	0
23653.3566	0
23663.1672	1
23672.9778	0
23682.7884	0
23692.5990	0
23702.4096	1
23712.2202	0
23722.0308	0
23731.8414	0
23741.6520	0
23751.4626	0
23761.2732	0
23771.0838	0
23780.8944	0
23790.7050	1
23800.5156	0
23810.3262	0
23820.1368	0
23829.9474	0
23839.7580	0
23849.5686	0
23859.3792	0
23869.1898	0
23879.0004	1
23888.8110	0
23898.6216	0
23908.4322	0
23918.2428	0
23928.0534	0
23937.8640	0
23947.6746	1
23957.4852	0
23967.2958	0
23977.1064	0
23986.9170	0
23996.7276	0
24006.5382	0
24016.3488	0
24026.1594	0
24035.9700	0
24045.7806	0
24055.5912	0
24065.4018	0
24075.2124	0
24085.0230	0
24094.8336	0
24104.6442	0
24114.4548	0
24124.2654	0
24134.0760	0
24143.8866	1
24153.6972	0
24163.5078	0
24173.3184	0
24183.1290	0
24192.9396	0
24202.7502	0
24212.5608	0
24222.3714	0
24232.1820	0
24241.9926	1
24251.8032	0
24261.6138	1
24271.4244	0
24281.2350	0
24291.0456	0
24300.8562	0
24310.6668	0
24320.4774	0
24330.2880	1
24340.0986	0
24349.9092	0
24359.7198	0
24369.5304	0
24379.3410	0
24389.1516	0
24398.9622	0
24408.7728	0
24418.5834	1
24428.3940	0
24438.2046	0
24448.0152	0
24457.8258	0
24467.6364	0
24477.4470	0
24487.2576	0
24497.0682	0
24506.8788	0
24516.6894	0
24526.5000	0
24536.3106	0
24546.1212	0
24555.9318	0
24565.7424	0
24575.5530	0
24585.3636	0
24595.1742	0
24604.9848	0
24614.7954	0
24624.6060	0
24634.4166	0
24644.2272	0
24654.0378	0
24663.8484	0
24673.6590	0
24683.4696	0
24693.2802	0
24703.0908	0
24712.9014	0
24722.7120	1
24732.5226	0
24742.3332	0
24752.1438	0
24761.9544	0
24771.7650	1
24781.5756	0
24791.3862	0
24801.1968	0
24811.0074	0
24820.8180	0
24830.6286	0
24840.4392	0
24850.2498	0
24860.0604	0
24869.8710	0
24879.6816	0
24889.4922	0
24899.3028	0
24909.1134	0
24918.9240	0
24928.7346	0
24938.5452	0
24948.3558	0
24958.1664	0
24967.9770	0
24977.7876	0
24987.5982	0
24997.4088	0
25007.2194	0
25017.0300	0
25026.8406	0
25036.6512	0
25046.4618	0
25056.2724	0
25066.0830	0
25075.8936	0
25085.7042	0
25095.5148	0
25105.3254	0
25115.1360	0
25124.9466	1
25134.7572	0
25144.5678	0
25154.3784	0
25164.1890	0
25173.9996	1
25183.8102	0
25193.6208	0
25203.4314	0
25213.2420	0
25223.0526	0
25232.8632	0
25242.6738	0
25252.4844	1
25262.2950	0
25272.1056	0
25281.9162	0
25291.7268	0
25301.5374	0
25311.3480	0
25321.1586	0
25330.9692	0
25340.7798	0
25350.5904	0
25360.4010	0
25370.2116	0
25380.0222	0
25389.8328	0
25399.6434	1
25409.4540	0
25419.2646	0
25429.0752	0
25438.8858	0
25448.6964	1
25458.5070	0
25468.3176	0
25478.1282	0
25487.9388	0
25497.7494	0
25507.5600	0
25517.3706	0
25527.1812	0
25536.9918	1
25546.8024	0
25556.6130	0
25566.4236	0
25576.2342	0
25586.0448	0
25595.8554	0
25605.6660	0
25615.4766	0
25625.2872	0
25635.0978	0
25644.9084	0
25654.7190	0
25664.5296	0
25674.3402	0
25684.1508	0
25693.9614	0
25703.7720	0
25713.5826	0
25723.3932	1
25733.2038	0
25743.0144	0
25752.8250	0
25762.6356	0
25772.4462	0
25782.2568	0
25792.0674	0
25801.8780	0
25811.6886	0
25821.4992	0
25831.3098	0
25841.1204	1
25850.9310	1
25860.7416	1
25870.5522	0
25880.3628	0
25890.1734	0
25899.9840	0
25909.7946	0
25919.6052	0
25929.4158	0
25939.2264	0
25949.0370	0
25958.8476	1
25968.6582	0
25978.4688	0
25988.2794	0
25998.0900	0
26007.9006	0
26017.7112	0
26027.5218	0
26037.3324	0
26047.1430	0
26056.9536	0
26066.7642	1
26076.5748	0
26086.3854	0
26096.1960	1
26106.0066	0
26115.8172	1
26125.6278	1
26135.4384	0
26145.2490	0
26155.0596	0
26164.8702	0
26174.6808	0
26184.4914	0
26194.3020	0
26204.1126	0
26213.9232	0
26223.7338	0
26233.5444	0
26243.3550	0
26253.1656	0
26262.9762	0
26272.7868	0
26282.5974	0
26292.4080	0
26302.2186	0
26312.0292	0
26321.8398	0
26331.6504	0
26341.4610	0
26351.2716	0
26361.0822	0
26370.8928	0
26380.7034	0
26390.5140	0
26400.3246	0
26410.1352	0
26419.9458	0
26429.7564	0
26439.5670	1
26449.3776	0
26459.1882	0
26468.9988	0
26478.8094	0
26488.6200	0
26498.4306	0
26508.2412	0
26518.0518	1
26527.8624	0
26537.6730	0
26547.4836	0
26557.2942	0
26567.1048	0
26576.9154	0
26586.7260	0
26596.5366	0
26606.3472	0
26616.1578	0
26625.9684	0
26635.7790	0
26645.5896	0
26655.4002	0
26665.2108	1
26675.0214	0
26684.8320	0
26694.6426	1
26704.4532	0
26714.2638	0
26724.0744	0
26733.8850	0
26743.6956	0
26753.5062	0
26763.3168	0
26773.1274	0
26782.9380	0
26792.7486	0
26802.5592	1
26812.3698	0
26822.1804	0
26831.9910	0
26841.8016	0
26851.6122	0
26861.4228	0
26871.2334	0
26881.0440	0
26890.8546	0
26900.6652	0
26910.4758	0
26920.2864	0
26930.0970	0
26939.9076	0
26949.7182	0
26959.5288	0
26969.3394	0
26979.1500	0
26988.9606	0
26998.7712	0
27008.5818	0
27018.3924	0
27028.2030	0
27038.0136	0
27047.8242	0
27057.6348	0
27067.4454	0
27077.2560	0
27087.0666	0
27096.8772	0
27106.6878	0
27116.4984	0
27126.3090	0
27136.1196	0
27145.9302	0
27155.7408	0
27165.5514	0
27175.3620	0
27185.1726	0
27194.9832	0
27204.7938	0
27214.6044	0
27224.4150	0
27234.2256	0
27244.0362	0
27253.8468	0
27263.6574	0
27273.4680	1
27283.2786	0
27293.0892	0
27302.8998	0
27312.7104	0
27322.5210	0
27332.3316	0
27342.1422	0
27351.9528	0
27361.7634	0
27371.5740	0
27381.3846	1
27391.1952	0
27401.0058	0
27410.8164	0
27420.6270	0
27430.4376	0
27440.2482	0
27450.0588	0
27459.8694	0
27469.6800	0
27479.4906	0
27489.3012	0
27499.1118	1
27508.9224	0
27518.7330	0
27528.5436	0
27538.3542	0
27548.1648	0
27557.9754	0
27567.7860	0
27577.5966	0
27587.4072	0
27597.2178	0
27607.0284	0
27616.8390	0
27626.6496	0
27636.4602	0
27646.2708	0
27656.0814	0
27665.8920	0
27675.7026	0
27685.5132	0
27695.3238	0
27705.1344	0
27714.9450	0
27724.7556	0
27734.5662	0
27744.3768	0
27754.1874	0
27763.9980	0
27773.8086	0
27783.6192	0
27793.4298	0
27803.2404	0
27813.0510	0
27822.8616	0
27832.6722	0
27842.4828	0
27852.2934	0
27862.1040	0
27871.9146	0
27881.7252	0
27891.5358	0
27901.3464	0
27911.1570	0
27920.9676	0
27930.7782	0
27940.5888	0
27950.3994	0
27960.2100	0
27970.0206	0
27979.8312	0
27989.6418	0
27999.4524	0
28009.2630	0
28019.0736	0
28028.8842	0
28038.6948	0
28048.5054	0
28058.3160	0
28068.1266	0
28077.9372	0
28087.7478	0
28097.5584	0
28107.3690	0
28117.1796	0
28126.9902	0
28136.8008	0
28146.6114	0
28156.4220	0
28166.2326	0
28176.0432	1
28185.8538	0
28195.6644	0
28205.4750	0
28215.2856	0
28225.0962	0
28234.9068	0
28244.7174	0
28254.5280	0
28264.3386	0
28274.1492	0
28283.9598	0
28293.7704	0
28303.5810	0
28313.3916	0
28323.2022	0
28333.0128	0
28342.8234	0
28352.6340	0
28362.4446	0
28372.2552	0
28382.0658	0
28391.8764	0
28401.6870	0
28411.4976	0
28421.3082	0
28431.1188	0
28440.9294	0
28450.7400	0
28460.5506	0
28470.3612	0
28480.1718	1
28489.9824	0
28499.7930	0
28509.6036	0
28519.4142	0
28529.2248	0
28539.0354	0
28548.8460	0
28558.6566	0
28568.4672	0
28578.2778	0
28588.0884	0
28597.8990	0
28607.7096	0
28617.5202	1
28627.3308	0
28637.1414	0
28646.9520	0
28656.7626	0
28666.5732	0
28676.3838	0
28686.1944	0
28696.0050	0
28705.8156	0
28715.6262	0
28725.4368	0
28735.2474	0
28745.0580	0
28754.8686	0
28764.6792	0
28774.4898	0
28784.3004	0
28794.1110	0
28803.9216	0
28813.7322	0
28823.5428	0
28833.3534	0
28843.1640	0
28852.9746	0
28862.7852	0
28872.5958	0
28882.4064	0
28892.2170	0
28902.0276	0
28911.8382	0
28921.6488	0
28931.4594	0
28941.2700	0
28951.0806	0
28960.8912	0
28970.7018	0
28980.5124	0
28990.3230	0
29000.1336	0
29009.9442	0
29019.7548	0
29029.5654	0
29039.3760	0
29049.1866	0
29058.9972	0
29068.8078	0
29078.6184	0
29088.4290	0
29098.2396	0
29108.0502	0
29117.8608	0
29127.6714	0
29137.4820	0
29147.2926	0
29157.1032	0
29166.9138	0
29176.7244	0
29186.5350	0
29196.3456	0
29206.1562	0
29215.9668	0
29225.7774	0
29235.5880	0
29245.3986	0
29255.2092	0
29265.0198	0
29274.8304	0
29284.6410	0
29294.4516	0
29304.2622	0
29314.0728	0
29323.8834	0
29333.6940	0
29343.5046	0
29353.3152	1
29363.1258	0
29372.9364	0
29382.7470	0
29392.5576	0
29402.3682	0
29412.1788	0
29421.9894	0
29431.8000	0
29441.6106	0
29451.4212	0
29461.2318	0
29471.0424	0
29480.8530	0
29490.6636	0
29500.4742	0
29510.2848	0
29520.0954	0
29529.9060	0
29539.7166	0
29549.5272	0
29559.3378	0
29569.1484	0
29578.9590	0
29588.7696	0
29598.5802	0
29608.3908	0
29618.2014	0
29628.0120	0
29637.8226	0
29647.6332	0
29657.4438	0
29667.2544	0
29677.0650	0
29686.8756	0
29696.6862	0
29706.4968	0
29716.3074	0
29726.1180	0
29735.9286	0
29745.7392	0
29755.5498	1
29765.3604	0
29775.1710	0
29784.9816	0
29794.7922	0
29804.6028	0
29814.4134	0
29824.2240	0
29834.0346	0
29843.8452	0
29853.6558	0
29863.4664	0
29873.2770	0
29883.0876	0
29892.8982	1
29902.7088	0
29912.5194	0
29922.3300	0
29932.1406	0
29941.9512	0
29951.7618	0
29961.5724	0
29971.3830	0
29981.1936	0
29991.0042	0
30000.8148	0
30010.6254	0
30020.4360	0
30030.2466	0
30040.0572	0
30049.8678	0
30059.6784	0
30069.4890	0
30079.2996	0
30089.1102	0
30098.9208	0
30108.7314	0
30118.5420	0
30128.3526	0
30138.1632	0
30147.9738	0
30157.7844	0
30167.5950	0
30177.4056	0
30187.2162	0
30197.0268	1
30206.8374	0
30216.6480	0
30226.4586	0
30236.2692	0
30246.0798	0
30255.8904	0
30265.7010	0
30275.5116	0
30285.3222	0
30295.1328	0
30304.9434	0
30314.7540	0
30324.5646	0
30334.3752	0
30344.1858	0
30353.9964	0
30363.8070	0
30373.6176	0
30383.4282	0
30393.2388	0
30403.0494	0
30412.8600	0
30422.6706	0
30432.4812	0
30442.2918	1
30452.1024	0
30461.9130	0
30471.7236	0
30481.5342	0
30491.3448	0
30501.1554	0
30510.9660	0
30520.7766	0
30530.5872	0
30540.3978	0
30550.2084	0
30560.0190	1
30569.8296	0
30579.6402	0
30589.4508	0
30599.2614	0
30609.0720	0
30618.8826	0
30628.6932	0
30638.5038	0
30648.3144	0
30658.1250	0
30667.9356	0
30677.7462	0
30687.5568	0
30697.3674	0
30707.1780	0
30716.9886	0
30726.7992	0
30736.6098	0
30746.4204	0
30756.2310	0
30766.0416	0
30775.8522	0
30785.6628	0
30795.4734	0
30805.2840	0
30815.0946	0
30824.9052	0
30834.7158	0
30844.5264	0
30854.3370	0
30864.1476	0
30873.9582	0
30883.7688	0
30893.5794	0
30903.3900	0
30913.2006	0
30923.0112	0
30932.8218	0
30942.6324	0
30952.4430	0
30962.2536	0
30972.0642	0
30981.8748	0
30991.6854	0
31001.4960	0
31011.3066	0
31021.1172	0
31030.9278	0
31040.7384	0
31050.5490	0
31060.3596	0
31070.1702	0
31079.9808	0
31089.7914	0
31099.6020	0
31109.4126	0
31119.2232	0
31129.0338	0
31138.8444	0
31148.6550	0
31158.4656	0
31168.2762	0
31178.0868	1
31187.8974	0
31197.7080	0
31207.5186	0
31217.3292	0
31227.1398	0
31236.9504	0
31246.7610	0
31256.5716	0
31266.3822	0
31276.1928	0
31286.0034	0
31295.8140	0
31305.6246	0
31315.4352	0
31325.2458	0
31335.0564	0
31344.8670	0
31354.6776	0
31364.4882	0
31374.2988	0
31384.1094	0
31393.9200	0
31403.7306	0
31413.5412	0
31423.3518	0
31433.1624	0
31442.9730	0
31452.7836	0
31462.5942	0
31472.4048	0
31482.2154	0
31492.0260	0
31501.8366	0
31511.6472	0
31521.4578	0
31531.2684	0
31541.0790	0
31550.8896	0
31560.7002	0
31570.5108	0
31580.3214	0
31590.1320	0
31599.9426	1
31609.7532	0
31619.5638	1
31629.3744	0
31639.1850	0
31648.9956	0
31658.8062	0
31668.6168	0
31678.4274	0
31688.2380	0
31698.0486	0
31707.8592	0
31717.6698	0
31727.4804	0
31737.2910	0
31747.1016	0
31756.9122	0
31766.7228	0
31776.5334	0
31786.3440	0
31796.1546	0
31805.9652	0
31815.7758	0
31825.5864	0
31835.3970	0
31845.2076	0
31855.0182	0
31864.8288	0
31874.6394	0
31884.4500	0
31894.2606	0
31904.0712	0
31913.8818	0
31923.6924	0
31933.5030	0
31943.3136	0
31953.1242	0
31962.9348	0
31972.7454	1
31982.5560	1
31992.3666	0
32002.1772	0
32011.9878	0
32021.7984	0
32031.6090	0
32041.4196	0
32051.2302	0
32061.0408	0
32070.8514	0
32080.6620	0
32090.4726	0
32100.2832	0
32110.0938	0
32119.9044	0
32129.7150	0
32139.5256	0
32149.3362	0
32159.1468	0
32168.9574	0
32178.7680	0
32188.5786	0
32198.3892	0
32208.1998	0
32218.0104	0
32227.8210	0
32237.6316	0
32247.4422	0
32257.2528	0
32267.0634	0
32276.8740	0
32286.6846	0
32296.4952	0
32306.3058	0
32316.1164	0
32325.9270	0
32335.7376	0
32345.5482	0
32355.3588	0
32365.1694	0
32374.9800	0
32384.7906	0
32394.6012	0
32404.4118	0
32414.2224	0
32424.0330	0
32433.8436	0
32443.6542	0
32453.4648	0
32463.2754	0
32473.0860	0
32482.8966	0
32492.7072	0
32502.5178	0
32512.3284	0
32522.1390	0
32531.9496	0
32541.7602	0
32551.5708	0
32561.3814	0
32571.1920	0
32581.0026	0
32590.8132	0
32600.6238	0
32610.4344	0
32620.2450	0
32630.0556	0
32639.8662	0
32649.6768	0
32659.4874	0
32669.2980	1
32679.1086	0
32688.9192	0
32698.7298	0
32708.5404	0
32718.3510	0
32728.1616	0
32737.9722	0
32747.7828	0
32757.5934	0
32767.4040	0
32777.2146	0
32787.0252	0
32796.8358	0
32806.6464	0
32816.4570	0
32826.2676	0
32836.0782	0
32845.8888	0
32855.6994	0
32865.5100	0
32875.3206	0
32885.1312	0
32894.9418	0
32904.7524	0
32914.5630	0
32924.3736	0
32934.1842	1
32943.9948	0
32953.8054	0
32963.6160	0
32973.4266	0
32983.2372	0
32993.0478	0
33002.8584	0
33012.6690	0
33022.4796	0
33032.2902	0
33042.1008	0
33051.9114	0
33061.7220	0
33071.5326	0
33081.3432	0
33091.1538	0
33100.9644	0
33110.7750	0
33120.5856	0
33130.3962	0
33140.2068	0
33150.0174	0
33159.8280	0
33169.6386	0
33179.4492	0
33189.2598	0
33199.0704	0
33208.8810	0
33218.6916	0
33228.5022	0
33238.3128	0
33248.1234	0
33257.9340	0
33267.7446	0
33277.5552	0
33287.3658	0
33297.1764	0
33306.9870	0
33316.7976	0
33326.6082	0
33336.4188	0
33346.2294	0
33356.0400	0
33365.8506	0
33375.6612	0
33385.4718	0
33395.2824	0
33405.0930	0
33414.9036	0
33424.7142	0
33434.5248	0
33444.3354	0
33454.1460	0
33463.9566	0
33473.7672	0
33483.5778	0
33493.3884	0
33503.1990	0
33513.0096	0
33522.8202	0
33532.6308	0
33542.4414	0
33552.2520	0
33562.0626	0
33571.8732	0
33581.6838	0
33591.4944	0
33601.3050	0
33611.1156	0
33620.9262	0
33630.7368	0
33640.5474	0
33650.3580	0
33660.1686	0
33669.9792	0
33679.7898	0
33689.6004	0
33699.4110	0
33709.2216	0
33719.0322	0
33728.8428	0
33738.6534	0
33748.4640	0
33758.2746	0
33768.0852	0
33777.8958	0
33787.7064	0
33797.5170	0
33807.3276	0
33817.1382	0
33826.9488	0
33836.7594	0
33846.5700	0
33856.3806	0
33866.1912	0
33876.0018	0
33885.8124	0
33895.6230	0
33905.4336	0
33915.2442	0
33925.0548	0
33934.8654	0
33944.6760	0
33954.4866	0
33964.2972	0
33974.1078	0
33983.9184	0
33993.7290	0
34003.5396	0
34013.3502	0
34023.1608	0
34032.9714	0
34042.7820	0
34052.5926	0
34062.4032	0
34072.2138	0
34082.0244	0
34091.8350	0
34101.6456	0
34111.4562	0
34121.2668	0
34131.0774	0
34140.8880	0
34150.6986	0
34160.5092	0
34170.3198	0
34180.1304	0
34189.9410	0
34199.7516	0
34209.5622	0
34219.3728	0
34229.1834	0
34238.9940	0
34248.8046	0
34258.6152	0
34268.4258	0
34278.2364	0
34288.0470	0
34297.8576	0
34307.6682	0
34317.4788	0
34327.2894	0
